date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:59:40	2469/2469	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Aug%202018%2021:59:37%20GMT	http://www.makeproductions.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.makeproductions.com%2Fportfolio%2Fproject-symphony%2F	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-json/oembed/1.0/embed6b59.json	(from http://www.makeproductions.com/portfolio/project-symphony/)
22:59:41	2602/2602	---MCZ	200	added ('OK')	text/xml	date:Mon,%2006%20Aug%202018%2021:59:40%20GMT	http://www.makeproductions.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.makeproductions.com%2Fportfolio%2Fproject-symphony%2F&format=xml	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-json/oembed/1.0/embedc492	(from http://www.makeproductions.com/portfolio/project-symphony/)
22:59:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Aug%202018%2021:59:43%20GMT	http://www.makeproductions.com/?p=3055	/Users/hamish/websites/makewaves/www.makeproductions.com/indexf631.html	(from http://www.makeproductions.com/portfolio/koreas-broken-families/)
22:59:46	2510/2510	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Aug%202018%2021:59:43%20GMT	http://www.makeproductions.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.makeproductions.com%2Fportfolio%2Fkoreas-broken-families%2F	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-json/oembed/1.0/embed1f90.json	(from http://www.makeproductions.com/portfolio/koreas-broken-families/)
22:59:54	2645/2645	---MCZ	200	added ('OK')	text/xml	date:Mon,%2006%20Aug%202018%2021:59:47%20GMT	http://www.makeproductions.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.makeproductions.com%2Fportfolio%2Fkoreas-broken-families%2F&format=xml	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-json/oembed/1.0/embed314d	(from http://www.makeproductions.com/portfolio/koreas-broken-families/)
22:59:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Aug%202018%2021:59:55%20GMT	http://www.makeproductions.com/?p=3054	/Users/hamish/websites/makewaves/www.makeproductions.com/index5dc8.html	(from http://www.makeproductions.com/portfolio/freedom-or-death/)
23:00:00	2549/2549	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Aug%202018%2021:59:54%20GMT	http://www.makeproductions.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.makeproductions.com%2Fportfolio%2Ffreedom-or-death%2F	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-json/oembed/1.0/embedd346.json	(from http://www.makeproductions.com/portfolio/freedom-or-death/)
23:00:00	2684/2684	---MCZ	200	added ('OK')	text/xml	date:Mon,%2006%20Aug%202018%2021:59:56%20GMT	http://www.makeproductions.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.makeproductions.com%2Fportfolio%2Ffreedom-or-death%2F&format=xml	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-json/oembed/1.0/embedad36	(from http://www.makeproductions.com/portfolio/freedom-or-death/)
23:00:03	25844/25844	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Aug%202018%2022:00:01%20GMT	http://www.makeproductions.com/portfolio/the-sinking-of-the-sewol/	/Users/hamish/websites/makewaves/www.makeproductions.com/portfolio/the-sinking-of-the-sewol/index.html	(from http://www.makeproductions.com/portfolio/freedom-or-death/)
23:00:12	2449/2449	---MCZ	200	added ('OK')	application/json	date:Mon,%2006%20Aug%202018%2022:00:08%20GMT	http://www.makeproductions.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.makeproductions.com%2Fportfolio%2Fthis-is-exile%2F	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-json/oembed/1.0/embed3679.json	(from http://www.makeproductions.com/portfolio/this-is-exile/)
23:00:17	296113/296113	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Nov%202015%2014:05:41%20GMT	http://www.makeproductions.com/wp-content/uploads/2015/03/KoreasBroken.jpg	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-content/uploads/2015/03/KoreasBroken.jpg	(from http://www.makeproductions.com/portfolio/koreas-broken-families/)
23:00:17	2582/2582	---MCZ	200	added ('OK')	text/xml	date:Mon,%2006%20Aug%202018%2022:00:13%20GMT	http://www.makeproductions.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.makeproductions.com%2Fportfolio%2Fthis-is-exile%2F&format=xml	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-json/oembed/1.0/embed139a	(from http://www.makeproductions.com/portfolio/this-is-exile/)
23:00:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Aug%202018%2022:00:17%20GMT	http://www.makeproductions.com/?p=3043	/Users/hamish/websites/makewaves/www.makeproductions.com/index1313.html	(from http://www.makeproductions.com/portfolio/this-is-exile/)
23:00:20	157894/157894	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Nov%202015%2014:07:53%20GMT	http://www.makeproductions.com/wp-content/uploads/2015/03/Make_Vimeo_Cover_Images_Final2.jpg	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-content/uploads/2015/03/Make_Vimeo_Cover_Images_Final2.jpg	(from http://www.makeproductions.com/portfolio/freedom-or-death/)
23:00:24	23368/23368	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Nov%202015%2014:03:49%20GMT	http://www.makeproductions.com/wp-content/uploads/2015/03/Briliant-Ideas-458x247.jpg	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-content/uploads/2015/03/Briliant-Ideas-458x247.jpg	(from http://www.makeproductions.com/portfolio/this-is-exile/)
23:00:28	26954/26954	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Nov%202015%2014:04:27%20GMT	http://www.makeproductions.com/wp-content/uploads/2015/03/ISIS-458x247.jpg	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-content/uploads/2015/03/ISIS-458x247.jpg	(from http://www.makeproductions.com/portfolio/this-is-exile/)
23:00:30	25654/25654	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Nov%202015%2014:04:08%20GMT	http://www.makeproductions.com/wp-content/uploads/2015/03/Ebola-458x247.jpg	/Users/hamish/websites/makewaves/www.makeproductions.com/wp-content/uploads/2015/03/Ebola-458x247.jpg	(from http://www.makeproductions.com/portfolio/this-is-exile/)
